Gene_name,UniProtKB_ID,Occurrence,Kmer_distance_median,ANI_median,Flank_index_median,Procrustes_correlation,Procrustes_signif,Mantel_correlation,Mantel_signif,Man_signif_FDR_adjusted,Roary_annotation,KEGG_pathway,GO_BP_term,GO_MF_term,GO_CC_term
group_25089,NA,55,11504,99.96259,100.00000,0.23302,0.06100,0.21063,0.05300,0.06556,hypothetical protein,NA,NA,NA,NA
group_25090,NA,55,14488,99.95441,100.00000,0.23519,0.06600,0.15057,0.08500,0.10141,hypothetical protein,NA,NA,NA,NA
group_26420,NA,55,12282,98.30911,85.71429,0.14524,0.80700,0.19893,0.15200,0.17385,hypothetical protein,NA,NA,NA,NA
group_26753,NA,55,6787,99.56949,75.00000,0.13990,0.40800,0.35947,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_26760 (symE_2),P39394,55,19019,99.29935,83.33333,0.34989,0.01400,0.31665,0.00100,0.00156,Toxic protein SymE,NA,"response to external stimulus/negative regulation of gene expression/RNA phosphodiester bond hydrolysis, endonucleolytic/negative regulation of metabolic process/cell communication/negative regulation of biological process/cellular response to extracellular stimulus/cellular response to external stimulus/response to extracellular stimulus/nucleic acid phosphodiester bond hydrolysis/negative regulation of macromolecule metabolic process/RNA catabolic process/SOS response/aromatic compound catabolic process/cellular response to stress/mRNA metabolic process/cellular response to DNA damage stimulus/macromolecule catabolic process/RNA phosphodiester bond hydrolysis/cellular catabolic process/mRNA catabolic process/organic cyclic compound catabolic process/nucleobase-containing compound catabolic process/cellular nitrogen compound catabolic process/regulation of gene expression/cellular macromolecule catabolic process/regulation of metabolic process/heterocycle catabolic process/regulation of macromolecule metabolic process","hydrolase activity, acting on ester bonds/endonuclease activity/RNA endonuclease activity/RNA binding/catalytic activity, acting on RNA/nuclease activity/ribonuclease activity/DNA binding/catalytic activity, acting on a nucleic acid",NA
group_28174,NA,55,39940,99.93019,93.75000,0.19702,0.15400,0.11823,0.14700,0.16855,hypothetical protein,NA,NA,NA,NA
group_5740,NA,55,38895,91.95010,18.18182,0.30620,0.02300,0.33667,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_6305,NA,55,37159,87.81313,20.00000,0.48506,0.00100,0.82231,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_6846,NA,55,35935,93.78906,0.00000,0.39504,0.00300,0.33924,0.00500,0.00713,hypothetical protein,NA,NA,NA,NA
group_6889,NA,55,33288,97.67352,31.57895,0.32158,0.00300,0.75140,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_6920,NA,55,19885,97.22634,83.33333,0.15660,0.76200,-0.08023,0.84200,0.85262,hypothetical protein,NA,NA,NA,NA
group_7479,NA,55,25068,96.04198,0.00000,0.30938,0.01300,0.38669,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_8302,NA,55,24743,99.63381,100.00000,0.26995,0.01500,0.85552,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_8677,NA,55,22183,95.99145,75.00000,0.36069,0.08100,0.04309,0.30600,0.33151,hypothetical protein,NA,NA,NA,NA
group_9966,NA,55,31928,97.88812,33.33333,0.13958,0.53300,0.52784,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
tdcG_2,P42630,55,14117,97.92195,100.00000,0.34958,0.00300,0.96215,0.00100,0.00156,L-serine dehydratase TdcG,Biosynthesis of secondary metabolites,hexose metabolic process/carbohydrate metabolic process/glucose metabolic process/gluconeogenesis/hexose biosynthetic process/monosaccharide biosynthetic process/monocarboxylic acid metabolic process/monosaccharide metabolic process/carboxylic acid metabolic process/small molecule biosynthetic process/small molecule catabolic process/cellular catabolic process/organic acid catabolic process/carboxylic acid catabolic process/carbohydrate biosynthetic process/organonitrogen compound catabolic process/threonine catabolic process/amino acid metabolic process/threonine metabolic process/amino acid catabolic process/cellular lipid metabolic process/aspartate family amino acid catabolic process/propionate metabolic process/alpha-amino acid catabolic process/alpha-amino acid metabolic process/fatty acid metabolic process/lipid metabolic process/aspartate family amino acid metabolic process/short-chain fatty acid metabolic process,"carbon-nitrogen lyase activity/ammonia-lyase activity/lyase activity/4 iron, 4 sulfur cluster binding/iron-sulfur cluster binding/metal cluster binding",NA
group_10714,NA,54,9576,98.93768,100.00000,0.27982,0.02100,0.86171,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_10825,NA,54,39379,91.37584,0.00000,0.31843,0.01800,0.37740,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_12164,NA,54,37760,98.61896,97.43590,0.31117,0.01100,0.95041,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_12706,NA,54,39663,99.69835,100.00000,0.19540,0.19200,0.32213,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_13278,NA,54,19329,99.06319,33.33333,0.06594,0.90800,0.07698,0.08700,0.10356,hypothetical protein,NA,NA,NA,NA
group_13454,NA,54,13621,98.25232,87.50000,0.12914,0.85100,0.28290,0.05300,0.06556,hypothetical protein,NA,NA,NA,NA
group_16327,NA,54,39807,99.84360,88.88889,0.23287,0.07600,0.50414,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_16819,NA,54,39012,90.06622,0.00000,0.21796,0.16500,0.14918,0.00400,0.00578,hypothetical protein,NA,NA,NA,NA
group_16834,NA,54,4150,99.35895,96.00000,0.14625,0.41900,0.32467,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_16908,NA,54,29027,99.80160,75.00000,0.29530,0.01600,0.04601,0.29800,0.32400,hypothetical protein,NA,NA,NA,NA
group_17236,NA,54,13238,98.96156,33.33333,0.06258,0.91600,-0.03193,0.69400,0.70955,hypothetical protein,NA,NA,NA,NA
group_17430,NA,54,39344,98.12656,100.00000,0.10596,0.77300,0.07540,0.20800,0.23253,hypothetical protein,NA,NA,NA,NA
group_18154,NA,54,26009,99.05182,33.33333,0.28519,0.04700,0.21248,0.02100,0.02749,hypothetical protein,NA,NA,NA,NA
group_19600,NA,54,37686,99.89632,89.65517,0.34717,0.00100,0.81257,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_2395,NA,54,37420.5,99.79230,86.95652,0.27512,0.00700,0.82836,0.00100,0.00156,IS4 family transposase ISSfl1,NA,NA,NA,NA
group_24222,NA,54,37175,98.68617,20.00000,0.32173,0.00500,0.73539,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_24713,NA,54,21782,99.20898,66.66667,0.26018,0.06100,0.73244,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_26075,NA,54,26307,97.27511,94.73684,0.22967,0.08300,0.44918,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_3494,NA,54,38539,85.85810,6.89655,0.06671,0.97500,0.44270,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_5805,NA,54,38696,97.69270,80.00000,0.17227,0.47900,0.06063,0.30900,0.33430,IS200/IS605 family transposase ISEc46,NA,NA,NA,NA
group_7415,NA,54,31485,91.84431,80.00000,0.23781,0.11700,0.52119,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_9169,NA,54,17814,98.91296,100.00000,0.15615,0.31900,0.56428,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_9599,NA,54,21863,98.94813,77.77778,0.27235,0.03100,0.73327,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_11148,NA,53,39906,96.56374,83.33333,0.14388,0.51300,0.32324,0.00200,0.00300,hypothetical protein,NA,NA,NA,NA
group_11217,NA,53,34927.5,97.09558,66.66667,0.34636,0.00600,0.22799,0.00600,0.00847,hypothetical protein,NA,NA,NA,NA
group_11333,NA,53,26306,97.61516,63.63636,0.38827,0.00400,0.15881,0.00200,0.00300,hypothetical protein,NA,NA,NA,NA
group_13128,NA,53,31914,99.95477,100.00000,0.25291,0.05400,0.92119,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_13450,NA,53,22211,96.69884,57.14286,0.38914,0.05100,0.01901,0.35900,0.38427,hypothetical protein,NA,NA,NA,NA
group_13725,NA,53,33700,93.99414,10.00000,0.55434,0.00100,0.91449,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_13754,NA,53,37948.5,98.72594,47.05882,0.35619,0.09200,0.16411,0.05900,0.07225,hypothetical protein,NA,NA,NA,NA
group_16353,NA,53,38260,93.60615,8.00000,0.45695,0.00100,0.64994,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_16470,NA,53,37332,88.95091,22.22222,0.53610,0.00100,0.55867,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_17598,NA,53,25540,97.39392,80.00000,0.11380,0.75200,0.09772,0.15100,0.17277,hypothetical protein,NA,NA,NA,NA
group_5268,NA,53,39900,99.31125,100.00000,0.29419,0.03400,0.76854,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_5826,NA,53,26322,94.35728,85.71429,0.22279,0.16800,0.00220,0.40600,0.43036,hypothetical protein,NA,NA,NA,NA
group_8501,NA,53,25078,96.20279,90.00000,0.30598,0.01600,0.44295,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_9601,NA,53,19825.5,99.89616,0.00000,0.26065,0.06200,0.85904,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
iolG,Q9WYP5,53,27241,99.92710,100.00000,0.25157,0.05200,0.15909,0.10100,0.11904,Myo-inositol 2-dehydrogenase,NA,NA,NA,NA
srlB_2,P05706,53,38252,99.96586,100.00000,0.29838,0.02200,0.16840,0.08900,0.10576,PTS system glucitol/sorbitol-specific EIIA component,Fructose and mannose metabolism,organic substance transport/phosphorus metabolic process/carbohydrate transport/carbohydrate transmembrane transport/phosphate-containing compound metabolic process/import into cell/import across plasma membrane/phosphorylation/phosphoenolpyruvate-dependent sugar phosphotransferase system/carbohydrate import across plasma membrane,"carbohydrate transmembrane transporter activity/transferase activity, transferring phosphorus-containing groups/protein-N(PI)-phosphohistidine-sugar phosphotransferase activity/active transmembrane transporter activity/phosphotransferase activity, alcohol group as acceptor/kinase activity",NA
group_11073,NA,52,38429,94.60367,40.00000,0.16728,0.45100,0.06771,0.18300,0.20662,hypothetical protein,NA,NA,NA,NA
group_11337,NA,52,28729,95.45513,50.00000,0.44744,0.00100,-0.02209,0.56500,0.58444,hypothetical protein,NA,NA,NA,NA
group_12798 (rfbX),P37746,52,18955.5,98.92120,100.00000,0.13061,0.48900,0.57818,0.00100,0.00156,Putative O-antigen transporter,NA,carbohydrate metabolic process/carbohydrate derivative metabolic process/cellular response to stress/cellular response to DNA damage stimulus/carbohydrate derivative biosynthetic process/cellular carbohydrate metabolic process/lipopolysaccharide metabolic process/lipopolysaccharide biosynthetic process/carbohydrate biosynthetic process/liposaccharide metabolic process/cellular macromolecule biosynthetic process/cellular polysaccharide metabolic process/cellular polysaccharide biosynthetic process/polysaccharide metabolic process/cellular carbohydrate biosynthetic process/polysaccharide biosynthetic process/response to chemical/lipid biosynthetic process/cellular lipid metabolic process/response to antibiotic/lipid metabolic process,NA,NA
group_14519,NA,52,18975,96.87085,71.42857,0.41788,0.00100,0.12071,0.05500,0.06772,hypothetical protein,NA,NA,NA,NA
group_16581,NA,52,35128,95.30501,50.00000,0.39277,0.00200,0.78942,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_16674,NA,52,22940,98.53014,25.00000,0.21312,0.16200,0.30476,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_16933,NA,52,27721,99.92449,100.00000,0.26431,0.03400,0.22440,0.06400,0.07785,hypothetical protein,NA,NA,NA,NA
group_24585,NA,52,18177,99.68041,30.76923,0.19217,0.21300,0.38690,0.00100,0.00156,ATP-dependent zinc metalloprotease FtsH,NA,NA,NA,NA
group_24838,NA,52,33288.5,94.26074,22.22222,0.36474,0.00200,0.35369,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_32783,NA,52,16706,99.90602,88.00000,0.18347,0.23800,0.16774,0.12400,0.14393,hypothetical protein,NA,NA,NA,NA
group_4988,NA,52,35306,97.92485,85.71429,0.38057,0.00500,0.72154,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_5914,NA,52,30655.5,94.48634,50.00000,0.44285,0.00100,0.10529,0.08200,0.09801,hypothetical protein,NA,NA,NA,NA
group_6334,NA,52,39893,98.34288,25.40323,0.32291,0.00900,0.45627,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_6349,NA,52,39186,95.78144,57.14286,0.33958,0.00900,0.89782,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_67705,NA,52,608,99.92597,93.75000,0.25627,0.04800,0.75662,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_9226,NA,52,17141,97.25311,100.00000,0.21432,0.14400,0.87304,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_9657,NA,52,35415.5,99.83439,73.68421,0.18554,0.39000,0.08594,0.01900,0.02501,hypothetical protein,NA,NA,NA,NA
group_9776,NA,52,39920,98.85212,94.44444,0.42875,0.00100,0.85205,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
pgiA,NA,52,26903,99.96913,100.00000,0.25921,0.04800,0.11407,0.15400,0.17598,Glucose-6-phosphate isomerase,NA,NA,NA,NA
yhcR_1,NA,52,29643,97.55370,27.27273,0.33557,0.00600,0.20384,0.01600,0.02125,hypothetical protein,NA,NA,NA,NA
group_10568,NA,51,19486,99.50845,44.44444,0.26767,0.05000,-0.00779,0.35800,0.38333,hypothetical protein,NA,NA,NA,NA
group_10569,NA,51,28506,98.37104,36.36364,0.37204,0.00500,0.20448,0.02200,0.02871,hypothetical protein,NA,NA,NA,NA
group_10725,NA,51,32771,96.88331,22.22222,0.52141,0.00300,0.42073,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_12728,NA,51,9673,99.50208,100.00000,0.19679,0.16400,0.73535,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_13098,NA,51,34104,96.96269,78.26087,0.41735,0.00100,0.56222,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_13513,NA,51,29147,96.57910,80.00000,0.38372,0.01500,0.08792,0.13300,0.15367,hypothetical protein,NA,NA,NA,NA
group_16486 (repB_2),Q57154,51,10103,99.02062,75.00000,0.21232,0.16100,-0.02532,0.43800,0.46166,RepFIB replication protein A,NA,NA,NA,NA
group_16487,NA,51,9657.5,99.25930,66.66667,0.21139,0.16400,-0.05038,0.62100,0.63904,hypothetical protein,NA,NA,NA,NA
group_17043,NA,51,38578,94.80528,33.33333,0.48796,0.00100,0.42576,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_17759,NA,51,30531,98.84207,96.00000,0.21613,0.12900,0.38757,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_18721,NA,51,36242,95.46052,13.33333,0.19204,0.32700,0.22091,0.02700,0.03487,hypothetical protein,NA,NA,NA,NA
group_24223,NA,51,36879,98.77589,18.18182,0.30976,0.00800,0.75146,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_25627,NA,51,33787,97.58350,48.00000,0.32779,0.01000,0.44399,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_31403,Q48452,51,1346,99.80466,100.00000,0.22600,0.08700,0.81067,0.00100,0.00156,Putative tyrosine-protein kinase in cps region,NA,NA,NA,NA
group_32844,NA,51,33610,99.96835,100.00000,0.28997,0.01400,0.50353,0.00400,0.00578,hypothetical protein,NA,NA,NA,NA
group_4388,NA,51,26011,98.00177,75.00000,0.43465,0.00200,0.82483,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_4599,NA,51,39589.5,86.40511,20.00000,0.22910,0.24100,0.28887,0.00200,0.00300,hypothetical protein,NA,NA,NA,NA
group_4618,NA,51,36025,96.32500,50.00000,0.32652,0.05400,0.29995,0.00200,0.00300,hypothetical protein,NA,NA,NA,NA
group_5037,NA,51,39813,96.32347,71.42857,0.41248,0.00300,0.95080,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_5851,NA,51,38272,96.26428,10.00000,0.28831,0.07000,0.03709,0.33200,0.35736,hypothetical protein,NA,NA,NA,NA
group_7619,NA,51,30317,98.24999,38.46154,0.25118,0.07200,0.76445,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_8094,NA,51,14485,98.97080,100.00000,0.10641,0.67400,0.57829,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_9785,NA,51,24942,95.51947,85.71429,0.11114,0.80200,0.03320,0.30400,0.32979,hypothetical protein,NA,NA,NA,NA
rhsD_5,NA,51,33521,98.56696,50.00000,0.26599,0.06200,0.07588,0.21000,0.23464,hypothetical protein,NA,NA,NA,NA
group_11165,NA,50,37586,94.77540,47.05882,0.59269,0.00100,0.53635,0.00100,0.00156,IS110 family transposase ISEc66,NA,NA,NA,NA
group_12734,NA,50,7810,99.06258,66.66667,0.22753,0.11400,-0.07600,0.88700,0.89533,hypothetical protein,NA,NA,NA,NA
group_12735 (virB),P0A247,50,15707,99.39949,85.71429,0.26191,0.27300,0.37639,0.00100,0.00156,Virulence regulon transcriptional activator VirB,NA,NA,NA,NA
group_12737,NA,50,17490,99.05278,100.00000,0.29914,0.20000,-0.01436,0.38700,0.41243,hypothetical protein,NA,NA,NA,NA
group_12739,NA,50,9252,99.65675,40.00000,0.20719,0.17600,0.03160,0.27600,0.30205,hypothetical protein,NA,NA,NA,NA
group_12757,NA,50,11378,99.11148,57.14286,0.23227,0.14000,0.17467,0.03700,0.04685,hypothetical protein,NA,NA,NA,NA
group_1279,NA,50,34553.5,90.75507,0.00000,0.31175,0.20800,0.11919,0.22100,0.24598,hypothetical protein,NA,NA,NA,NA
group_12875,NA,50,18198,99.25751,88.88889,0.39456,0.00100,0.36967,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_12886,NA,50,37801,94.09810,75.00000,0.31211,0.01600,0.20380,0.00700,0.00981,hypothetical protein,NA,NA,NA,NA
group_13184,NA,50,38178,98.46005,80.00000,0.25021,0.10400,0.42541,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_16523,NA,50,7673,99.32555,80.00000,0.19141,0.22100,0.23677,0.00900,0.01240,hypothetical protein,NA,NA,NA,NA
group_16524,NA,50,12378,99.52052,66.66667,0.22580,0.13100,-0.00744,0.46300,0.48607,hypothetical protein,NA,NA,NA,NA
group_17088,NA,50,35425,96.14038,0.00000,0.45169,0.00100,0.34802,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_17247,NA,50,28839,99.01934,28.57143,0.10369,0.82400,0.17599,0.01400,0.01871,hypothetical protein,NA,NA,NA,NA
group_17414,NA,50,22616,95.41716,0.00000,0.19121,0.28600,-0.00362,0.49900,0.52127,hypothetical protein,NA,NA,NA,NA
group_17670,NA,50,6424,99.87033,100.00000,0.22355,0.09200,0.87213,0.00100,0.00156,Tyrosine recombinase XerC,NA,NA,NA,NA
group_17671,NA,50,4818,99.96967,100.00000,0.26186,0.06100,0.67982,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_18652,NA,50,20292,99.04427,78.26087,0.47063,0.00100,0.33991,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_24286,NA,50,37381,92.97923,80.00000,0.26766,0.08200,0.23684,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_24319,NA,50,9316,99.18974,75.00000,0.22658,0.11100,-0.03302,0.67100,0.68725,hypothetical protein,NA,NA,NA,NA
group_24376 (dam_2),P0AEE8,50,11472,99.73891,50.00000,0.29265,0.02900,0.11087,0.13400,0.15468,DNA adenine methylase,Mismatch repair,mismatch repair/DNA modification/macromolecule modification/DNA repair/cellular response to stress/response to radiation/cellular response to DNA damage stimulus/DNA-templated DNA replication/DNA replication/methylation/response to UV/response to light stimulus/response to abiotic stimulus/DNA replication initiation/cell cycle/cell cycle process/macromolecule methylation/DNA metabolic process,"sequence-specific DNA binding/transferase activity, transferring one-carbon groups/sulfur compound binding/S-adenosylmethionine-dependent methyltransferase activity/methyltransferase activity/DNA binding/catalytic activity, acting on a nucleic acid/catalytic activity, acting on DNA",NA
group_24607,NA,50,36057,93.70232,37.50000,0.25545,0.17700,0.29331,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_26715,NA,50,2168,99.97498,100.00000,0.26418,0.06600,0.28164,0.00300,0.00440,hypothetical protein,NA,NA,NA,NA
group_26720,NA,50,4605,99.83025,100.00000,0.14411,0.38200,0.80723,0.00100,0.00156,D-inositol-3-phosphate glycosyltransferase,NA,NA,NA,NA
group_4120,NA,50,37583,98.43610,10.00000,0.41734,0.00100,0.31075,0.00300,0.00440,hypothetical protein,NA,NA,NA,NA
group_7816,NA,50,29120,99.01143,66.66667,0.11066,0.67800,0.37681,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_9120,NA,50,8686,99.49712,28.57143,0.19741,0.21900,0.11878,0.12700,0.14716,hypothetical protein,NA,NA,NA,NA
imm,P04482,50,25613,99.42456,83.87097,0.12343,0.61000,0.06595,0.05500,0.06772,Colicin-E2 immunity protein,NA,NA,NA,NA
lutC_2,O32259,50,36660,94.97233,48.00000,0.20774,0.24700,-0.01332,0.57200,0.59120,Lactate utilization protein C,NA,NA,NA,NA
ynfU,NA,50,30625,95.08121,54.54545,0.42568,0.00200,0.33930,0.00100,0.00156,Putative zinc-binding protein YnfU,NA,NA,NA,NA
eltA,P06717,49,36934,93.86256,30.76923,0.33567,0.01500,0.46103,0.00100,0.00156,Heat-labile enterotoxin A chain,NA,NA,NA,NA
eltB,P0CK94,49,36697,92.70000,30.38462,0.32439,0.02000,0.43004,0.00100,0.00156,Heat-labile enterotoxin B chain,NA,NA,NA,NA
group_10574,NA,49,19356,99.33631,60.00000,0.20881,0.16200,0.01026,0.31300,0.33800,hypothetical protein,NA,NA,NA,NA
group_10586,NA,49,34430,96.82496,34.78261,0.24443,0.30900,-0.02006,0.54100,0.56117,hypothetical protein,NA,NA,NA,NA
group_10800,NA,49,25734,99.83895,100.00000,0.33621,0.01200,0.52021,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_10973,NA,49,25461,99.32848,75.00000,0.14601,0.52800,-0.09134,0.84500,0.85539,hypothetical protein,NA,NA,NA,NA
group_12741,NA,49,2810,99.69925,50.00000,0.17723,0.30000,0.08622,0.18300,0.20662,hypothetical protein,NA,NA,NA,NA
group_12745,NA,49,31016,96.88697,25.00000,0.31317,0.03000,0.14450,0.01500,0.01997,hypothetical protein,NA,NA,NA,NA
group_13397 (btuB_1),P06129,49,36720,98.43314,58.82353,0.20350,0.24800,0.46132,0.00100,0.00156,Vitamin B12 transporter BtuB,NA,organic substance transport/monoatomic ion transmembrane transport/monoatomic ion transport/nitrogen compound transport/vitamin transport,active transmembrane transporter activity/channel activity/passive transmembrane transporter activity/protein domain specific binding/porin activity/wide pore channel activity/primary active transmembrane transporter activity/calcium ion binding/ATPase-coupled transmembrane transporter activity/ATP-dependent activity/ABC-type transporter activity,membrane protein complex/external encapsulating structure/envelope/cell envelope/outer membrane/cell outer membrane/pore complex
group_17242,NA,49,28583,99.17151,50.00000,0.11748,0.71600,0.08664,0.13200,0.15262,hypothetical protein,NA,NA,NA,NA
group_17268,P9WMX7,49,26434,97.96230,93.75000,0.41437,0.00200,0.67305,0.00100,0.00156,PGL/p-HBAD biosynthesis glycosyltransferase,NA,NA,NA,NA
group_19187,NA,49,11526,98.32151,40.00000,0.14525,0.51700,0.06048,0.05900,0.07225,hypothetical protein,NA,NA,NA,NA
group_24325,NA,49,12564,99.46835,85.71429,0.26242,0.27100,0.11316,0.12400,0.14393,hypothetical protein,NA,NA,NA,NA
group_24333,NA,49,9226,99.63619,28.57143,0.19035,0.23500,0.08111,0.19600,0.22012,hypothetical protein,NA,NA,NA,NA
group_24335,NA,49,6932,99.70807,40.00000,0.18588,0.24700,0.06620,0.25000,0.27574,hypothetical protein,NA,NA,NA,NA
group_24337,NA,49,2880,99.76582,33.33333,0.18181,0.25600,0.06458,0.22300,0.24803,hypothetical protein,NA,NA,NA,NA
group_24339,NA,49,8120,99.69005,28.57143,0.22276,0.13700,0.06173,0.28200,0.30803,hypothetical protein,NA,NA,NA,NA
group_24342,NA,49,12996,99.66133,50.00000,0.23998,0.12700,0.05769,0.23600,0.26139,hypothetical protein,NA,NA,NA,NA
group_25897,NA,49,28645,98.78863,33.33333,0.12718,0.65800,0.13752,0.05100,0.06327,hypothetical protein,NA,NA,NA,NA
group_26698,NA,49,23932,96.58908,70.58824,0.35220,0.00300,0.47989,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_27729,NA,49,27579,99.36487,62.50000,0.09345,0.83100,0.12416,0.02100,0.02749,hypothetical protein,NA,NA,NA,NA
group_27882,NA,49,39411,97.53446,0.00000,0.29701,0.03500,0.19449,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_3034,NA,49,35788,96.24103,11.76471,0.22489,0.21800,0.05229,0.27400,0.30002,hypothetical protein,NA,NA,NA,NA
group_37820,NA,49,19088,99.97449,100.00000,0.25707,0.05400,0.81467,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_4251,NA,49,19477,98.27735,54.54545,0.26750,0.06700,0.04815,0.23700,0.26236,hypothetical protein,NA,NA,NA,NA
group_4919,NA,49,39117,89.59791,80.00000,0.28453,0.10200,0.26441,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_5838,NA,49,36261.5,92.29208,30.76923,0.15463,0.77700,0.27988,0.00300,0.00440,hypothetical protein,NA,NA,NA,NA
group_6871 (ylpA),P27461,49,39842,97.51331,50.00000,0.25466,0.29100,-0.00743,0.46200,0.48510,Lipoprotein YlpA,NA,NA,NA,NA
group_7564,NA,49,15559,98.55261,89.65517,0.52457,0.00100,0.91293,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_7650,NA,49,39185,95.25550,75.00000,0.31940,0.01500,0.90975,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_8067,NA,49,10846,98.89639,80.00000,0.21469,0.16700,0.01560,0.26400,0.28992,hypothetical protein,NA,NA,NA,NA
group_8309,NA,49,36574,93.67805,42.10526,0.31543,0.01900,0.36679,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
recT,P33228,49,35306,97.01455,88.23529,0.31201,0.01900,0.52621,0.00100,0.00156,Protein RecT,NA,cellular component organization/cellular component organization or biogenesis/chromosome organization/DNA geometric change/DNA duplex unwinding/organelle organization/DNA conformation change/DNA metabolic process/DNA recombination,single-stranded DNA binding/DNA binding,protein-DNA complex
fimC_3,P31697,48,2688,99.97039,100.00000,0.22561,0.11800,-0.02638,0.37000,0.39551,Chaperone protein FimC,Two-component system,pilus organization/chaperone-mediated protein folding/protein folding/cell projection organization/cellular component organization/cellular component organization or biogenesis/external encapsulating structure organization/cell wall organization/cell wall organization or biogenesis,NA,envelope/cell envelope/outer membrane-bounded periplasmic space/periplasmic space
group_10551,NA,48,38730,89.21888,37.79762,0.35301,0.01400,0.43932,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_11569,NA,48,35039,97.40940,42.85714,0.13023,0.83400,0.01837,0.39900,0.42372,DNA topoisomerase 3,NA,NA,NA,NA
group_12720,NA,48,32394,96.30071,44.44444,0.29209,0.04300,0.33515,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_12750,NA,48,19528,99.08652,54.54545,0.21351,0.17200,0.18594,0.01900,0.02501,hypothetical protein,NA,NA,NA,NA
group_13557,NA,48,529,99.97803,100.00000,0.04388,0.89500,0.09264,0.15200,0.17385,hypothetical protein,NA,NA,NA,NA
group_14570,NA,48,24064,99.93280,100.00000,0.12821,0.55600,0.83201,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
